turbidity,source,taste,odour,colour,result
High,River,Medical,Grassy,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
High,River,Medical,Grassy,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
High,River,Medical,Musty,Red-Brown,As per given details the water is in the stage of decomposition of algae
High,River,Medical,Musty,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And manganese in drinking water and  presence of  organic matter
High,River,Medical,Musty,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Medical,Musty,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  And  contact of  water  with copper
High,River,Medical,Musty,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
High,River,Medical,Musty,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter
High,River,Medical,Musty,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content
High,River,Medical,Musty,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
High,River,Medical,Musty,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  may be    presence of     Foaming     Agents  and air bubbles
High,River,Medical,Musty,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.  natural dissolved organic acids such as tannins and lignins
High,River,Medical,Terpentain,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of  Gasoline fuel petrol hydro carbons solvent odors .
High,River,Medical,Terpentain,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of a Petroleum gasolinefuel and  hydro corbons  products. And manganese in drinking water and  presence of  organic matter
High,River,Medical,Terpentain,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition Petroleum gasolinefuel and  hydro corbons  products
High,River,Medical,Terpentain,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomsPetroleum gasolinefuel and  hydro corbons  products  And  contact of  water  with copper
High,River,Medical,Terpentain,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of Petroleum gasolinefuel and  hydro corbons  products   Foaming     Agents  and air bubbles
High,River,Medical,Terpentain,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. manganese in drinking water and  presence of  organic matter Petroleum gasolinefuel and  hydro corbons  products
High,River,Medical,Terpentain,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content Petroleum gasolinefuel and  hydro corbons  products
High,River,Medical,Terpentain,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. .And natural dissolved organic matter (e.g. tannins)
High,River,Medical,Terpentain,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of Petroleum gasolinefuel and  hydro corbons  products   Foaming     Agents  and air bubbles
High,River,Medical,Terpentain,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms.   And presence of a natural dissolved organic acids such as tannins and lignins Petroleum gasolinefuel and  hydro corbons  products
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Red-Brown,As per given details the water is in the stage of decomposition of algae  and presence of  Gasoline fuel petrol hydro carbons solvent odors .
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Black-Dark Brownn,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms  .presence of  Gasoline fuel petrol hydro carbons solvent odors .And manganese in drinking water and  presence of  organic matter
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow-Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance)  large amount sediment deposition   and presence of  Gasoline fuel petrol hydro carbons solvent odors .
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Blue-Green,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomspresence of  Gasoline fuel petrol hydro carbons solvent odors .   And  contact of  water  with copper
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae bloomsand presence of  Gasoline fuel petrol hydro carbons solvent odors .    Foaming     Agents  and air bubbles
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Black,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms presence of  Gasoline fuel petrol hydro carbons solvent odors . and  manganese in drinking water and  presence of  organic matter
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Brown,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. iron  content and  presence of  Gasoline fuel petrol hydro carbons solvent odors .
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Orange,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms presence of  Gasoline fuel petrol hydro carbons solvent odors .And natural dissolved organic matter (e.g. tannins)
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Cloudy-White,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms         presence of  Gasoline fuel petrol hydro carbons solvent odors      Foaming     Agents  and air bubbles
High,River,Medical,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow,As per given details   your water consists  of  geosmin a fickle compound made up of soil and plant bacteria or algae blooms. natural dissolved organic acids such as tannins and ligninspresence of  Gasoline fuel petrol hydro carbons solvent odors .and
High,River,Bitter,Rotten Egg,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . and it is in the stage of decomposition of algae
High,River,Bitter,Rotten Egg,Black-Dark Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And  presence of  organic matter
High,River,Bitter,Rotten Egg,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Rotten Egg,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Rotten Egg,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Rotten Egg,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Rotten Egg,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Rotten Egg,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Rotten Egg,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Rotten Egg,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Sulphur,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . and it is in the stage of decomposition of algae
High,River,Bitter,Sulphur,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And  presence of  organic matter
High,River,Bitter,Sulphur,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates sulfur bacteria or hydrogen sulfide  . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Sulphur,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Sulphur,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Sulphur,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Sulphur,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  sulfur bacteria or hydrogen sulfide  .
High,River,Bitter,Sulphur,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Sulphur,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   sulfur bacteria or hydrogen sulfide  . And may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Sulphur,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  sulfur bacteria or hydrogen sulfide  . And natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Fishy,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And it is in the stage of decomposition of algae
High,River,Bitter,Fishy,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates      Chloramine  ( combination of chlorine and ammonia) .presence of  organic matter
High,River,Bitter,Fishy,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Fishy,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   And Chloramine  ( combination of chlorine and ammonia) .
High,River,Bitter,Fishy,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) .  And may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Fishy,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates And   Chloramine  ( combination of chlorine and ammonia) .
High,River,Bitter,Fishy,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And  Chloramine  ( combination of chlorine and ammonia) .
High,River,Bitter,Fishy,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates     Chloramine  ( combination of chlorine and ammonia) .And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Fishy,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates    Chloramine  ( combination of chlorine and ammonia) . And may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Fishy,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins  lignins and    Chloramine  ( combination of chlorine and ammonia) .
High,River,Bitter,Wet Dog Odour,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of bacteria that come from food  domastic wast .    and it is in the stage of decomposition of algae
High,River,Bitter,Wet Dog Odour,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  organic matter  bacteria that come from food and  domastic wast .
High,River,Bitter,Wet Dog Odour,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of bacteria that come from food  domastic wast .   And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Wet Dog Odour,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of bacteria that come from food  domastic wast .
High,River,Bitter,Wet Dog Odour,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be   presence of bacteria that come from food  domastic wast . And  Foaming     Agents   or  air bubbles
High,River,Bitter,Wet Dog Odour,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of bacteria that come from food  domastic wast .
High,River,Bitter,Wet Dog Odour,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of bacteria that come from food  domastic wast .
High,River,Bitter,Wet Dog Odour,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of bacteria that come from food  domastic wast ..And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Wet Dog Odour,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of   bacteria that come from food or  domastic wast   and    Foaming     Agents  and air bubbles
High,River,Bitter,Wet Dog Odour,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Wet Dog Odour,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates presence of  bacteria that come from food soap or other materials . and it is in the stage of decomposition of algae
High,River,Bitter,Sewage Odour,Black-Dark Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  bacteria that come from food soap or other materials and organic matter
High,River,Bitter,Sewage Odour,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials . And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Sewage Odour,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of  bacteria that come from food soap or other materials .
High,River,Bitter,Sewage Odour,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of  bacteria that come from food soap or other materials  Foaming     Agents  and air bubbles
High,River,Bitter,Sewage Odour,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of  bacteria that come from food soap or other materials .
High,River,Bitter,Sewage Odour,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of  bacteria that come from food soap or other materials .
High,River,Bitter,Sewage Odour,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials .And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Sewage Odour,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be   presence of  bacteria that come from food soap or other materials   Foaming     Agents  and air bubbles
High,River,Bitter,Sewage Odour,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   presence of  bacteria that come from food soap or other materials and  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Bleach or chlorine,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates. presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and  presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be  presence of exces chlorine in water which  is not harmfull  health.  and   Foaming     Agents  and air bubbles
High,River,Bitter,Bleach or chlorine,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesand presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Bleach or chlorine,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and may be   presence of exces chlorine in water which  is not harmfull  health.     Foaming     Agents  and air bubbles
High,River,Bitter,Bleach or chlorine,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and presence of exces chlorine in water which  is not harmfull  health.
High,River,Bitter,Musty,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates .  and it is in the stage of decomposition of algae
High,River,Bitter,Musty,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesand  losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  Andlosing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  and losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .losing its fresh ness due to decomposition organanic matter and may be    presence of     Foaming     Agents   air bubbles
High,River,Bitter,Musty,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesand losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesand losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .And losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Musty,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .losing its fresh ness due to decomposition organanic matter and may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Musty,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates and losing its fresh ness due to decomposition organanic matter
High,River,Bitter,Earthen,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates .  and it is in the stage of decomposition of algae
High,River,Bitter,Earthen,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  organic matter
High,River,Bitter,Earthen,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Earthen,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Earthen,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Earthen,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Earthen,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Earthen,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Earthen,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Earthen,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Grassy,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates .  and it is in the stage of decomposition of algae
High,River,Bitter,Grassy,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  organic matter
High,River,Bitter,Grassy,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Grassy,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Grassy,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Grassy,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Grassy,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Grassy,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Grassy,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Grassy,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Musty,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates .  and it is in the stage of decomposition of algae
High,River,Bitter,Musty,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  organic matter
High,River,Bitter,Musty,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Musty,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Musty,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Musty,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Musty,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates
High,River,Bitter,Musty,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .And natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Musty,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  .may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Musty,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Terpentain,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates  and it is in the stage of decomposition of algae
High,River,Bitter,Terpentain,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates
High,River,Bitter,Terpentain,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Terpentain,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates
High,River,Bitter,Terpentain,White,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Terpentain,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates
High,River,Bitter,Terpentain,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates
High,River,Bitter,Terpentain,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates And presence  of  natural dissolved organic matter (e.g. tannins)
High,River,Bitter,Terpentain,Cloudy-White,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates may be    presence of     Foaming     Agents  and air bubbles
High,River,Bitter,Terpentain,Yellow,As per given details  your consists of  some trace metals like iron manganese zinc lead  copper and Petroleum gasolinefuel  hydro corbons  products    and  all common water contaminates  natural dissolved organic acids such as tannins and lignins
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Red-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates presence of  Gasoline fuel petrol hydro carbons solvent odors . and it is in the stage of decomposition of algae
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Black-Dark Brownn,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  Gasoline fuel petrol hydro carbons solvent odors .and organic matter
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Yellow-Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatespresence of  Gasoline fuel petrol hydro carbons solvent odors .  And Naturally occurring organic compounds tannins (derived from the decomposition of plant and animal matterHumic substance) and  large amount sediment deposition
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Blue-Green,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   Gasoline fuel petrol hydro carbons solvent odors .
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,White,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates  presence of  Gasoline fuel petrol hydro carbons solvent odors .   Foaming     Agents  and air bubbles
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Black,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminatesGasoline fuel petrol hydro carbons and solvent odors .
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Brown,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   Gasoline fuel petrol hydro carbons solvent odors .
High,River,Bitter,Petroleum-Gasoline-Fuel-Sovent Odour,Orange,As per given details  your consists of  some trace metals like iron manganese zinc lead and copper are all common water contaminates   natural dissolved organic matter (e.g. tannins)presence of  Gasoline fuel petrol hydro carbons   and solvent odors .
